,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,company_name
272,Nexon XMA AMT,925000.0,13700,Petrol,Automatic,1st Owner,2021,1199,5,Tata
273,Swift VXI BSIV,570000.0,25000,Petrol,Manual,1st Owner,2019,1197,5,Maruti
274,Ecosport Sports Diesel,1100000.0,20000,Diesel,Manual,1st Owner,2021,1498,5,Ford
275,XF 2.2 Litre Luxury,1800000.0,70000,Diesel,Automatic,2nd Owner,2014,2179,5,Jaguar
276,Indica TDI LX,100000.0,35000,Diesel,Manual,3rd Owner,2013,1405,5,Tata
278,C-Class Progressive C 220d,4650000.0,20000,Diesel,Automatic,1st Owner,2019,1950,5,Mercedes-Benz
279,GLC Progressive 220d,5395000.0,33000,Diesel,Automatic,1st Owner,2019,2143,5,Mercedes-Benz
280,3 Series Gran Limousine 330Li M Sport First Edition,6175000.0,25000,Petrol,Automatic,1st Owner,2021,1998,5,BMW
281,Q3 30 TDI,2795000.0,55291,Diesel,Manual,1st Owner,2017,1968,5,Audi
282,C-Class C 220 CDI Avantgarde,1650000.0,58500,Diesel,Automatic,1st Owner,2013,2143,5,Mercedes-Benz
284,Duster 85PS Diesel RxL Option,650000.0,90000,Diesel,Manual,1st Owner,2014,1461,5,Renault
285,Q3 35 TDI Quattro Premium,1300000.0,64000,Diesel,Automatic,2nd Owner,2012,1968,5,Audi
286,Zen LXI,400000.0,132596,Petrol,Manual,2nd Owner,2004,993,5,Maruti
287,Swift VXI BSIII,154000.0,99673,Petrol,Manual,3rd Owner,2008,1298,5,Maruti
288,Nexon EV Prime XZ Plus LUX,418000.0,24374,Electric,Automatic,1st Owner,2021,0,5,Tata
289,Vento Petrol Highline AT,392000.0,69828,Petrol,Automatic,3rd Owner,2011,1598,5,Volkswagen
290,Baleno 1.2 Alpha,594000.0,72820,Petrol,Manual,2nd Owner,2016,1197,5,Maruti
291,C-Class Progressive C 220d,3724000.0,20785,Diesel,Automatic,1st Owner,2019,1950,5,Mercedes-Benz
292,Swift Dzire VXI AT Optional,588000.0,31172,Petrol,Automatic,2nd Owner,2016,1197,5,Maruti
293,Grand i10 Sportz,452000.0,24395,Petrol,Manual,1st Owner,2016,1197,5,Hyundai
294,Hector Sharp DCT,1825000.0,11050,Petrol,Automatic,1st Owner,2021,1451,5,MG
296,Swift ZDi,421000.0,105053,Diesel,Manual,2nd Owner,2013,1248,5,Maruti
297,i20 Sportz,844000.0,10283,Petrol,Manual,1st Owner,2021,1197,5,Hyundai
298,Harrier XZ Plus Dark Edition,2199000.0,2443,Diesel,Manual,1st Owner,2022,1956,5,Tata
302,i10 Magna 1.1L,225000.0,38000,Petrol,Manual,1st Owner,2011,1086,5,Hyundai
303,Swift Dzire VXI 1.2 BS IV,650000.0,65000,Petrol,Manual,1st Owner,2019,1197,5,Maruti
305,i10 Sportz 1.1L,425000.0,52000,Petrol,Manual,2nd Owner,2014,1086,5,Hyundai
306,XUV500 W8 FWD,745000.0,117000,Diesel,Manual,1st Owner,2012,2179,7,Mahindra
307,Verna 1.6 VTVT SX Option,825000.0,84000,Petrol,Manual,1st Owner,2016,1591,5,Hyundai
308,Alto 800 LXI,204000.0,45080,Petrol,Manual,3rd Owner,2015,796,5,Maruti
309,Eeco 5 Seater AC BSIV,470000.0,39341,Petrol,Manual,1st Owner,2019,1196,5,Maruti
311,e2o T2,321000.0,54112,Electric,Automatic,1st Owner,2014,0,5,Mahindra
312,i20 Sportz Plus BSIV,820000.0,14824,Petrol,Manual,1st Owner,2020,1197,5,Hyundai
313,City i VTEC VX,925000.0,82500,Petrol,Manual,1st Owner,2017,1497,5,Honda
314,Seltos HTK Plus G,1349000.0,17922,Petrol,Manual,1st Owner,2020,1497,5,Kia
317,Grand i10 AT Asta,575000.0,67000,Petrol,Automatic,1st Owner,2015,1197,5,Hyundai
318,Jazz V CVT,745000.0,35000,Petrol,Automatic,1st Owner,2018,1199,5,Honda
319,Alto 800 LXI,345000.0,53000,Petrol,Manual,1st Owner,2016,796,5,Maruti
320,Hector Hybrid Sharp MT,2075000.0,598,Petrol,Manual,1st Owner,2022,1451,5,MG
321,Ertiga ZDI Plus,892000.0,75727,Diesel,Manual,1st Owner,2019,1248,7,Maruti
322,Seltos GTX Plus DCT,1890000.0,7000,Petrol,Automatic,1st Owner,2020,1353,5,Kia
323,Vitara Brezza ZDi Plus Dual Tone,858000.0,62403,Diesel,Manual,1st Owner,2016,1248,5,Maruti
324,Polo 1.5 TDI Comfortline,453000.0,44487,Diesel,Manual,2nd Owner,2014,1498,5,Volkswagen
325,C-Class Progressive C 220d,3900000.0,24000,Diesel,Automatic,2nd Owner,2020,1950,5,Mercedes-Benz
327,i10 Magna 1.1L,190000.0,31212,Petrol,Manual,1st Owner,2008,1086,5,Hyundai
328,Superb Laurin & klement,3365000.0,17776,Petrol,Automatic,1st Owner,2020,1984,5,Skoda
329,Verna 1.6 CRDi S,658000.0,31837,Diesel,Manual,2nd Owner,2015,1582,5,Hyundai
330,A3 35 TDI Premium Plus,2580000.0,39000,Diesel,Automatic,1st Owner,2020,1968,5,Audi
331,Alto LXi BSIII,120000.0,78000,Petrol,Manual,2nd Owner,2006,796,5,Maruti
332,Ecosport 1.5 Petrol Titanium Plus AT BSIV,1185000.0,31000,Petrol,Automatic,1st Owner,2020,1497,5,Ford
333,Swift VDI,388000.0,115986,Diesel,Manual,2nd Owner,2013,1248,5,Maruti
334,Etios G SP,392000.0,73029,Petrol,Manual,2nd Owner,2014,1496,5,Toyota
335,Verna 1.6 SX VTVT AT,635000.0,25000,Petrol,Automatic,2nd Owner,2013,1591,5,Hyundai
336,Amaze E i-Dtech,244000.0,74809,Diesel,Manual,1st Owner,2013,1498,5,Honda
337,i20 1.2 Magna,272000.0,33560,Petrol,Manual,1st Owner,2011,1197,5,Hyundai
338,i10 Sportz AT,286000.0,40821,Petrol,Automatic,1st Owner,2011,1197,5,Hyundai
339,C-Class C 220 CDI Celebration Edition,1575000.0,58000,Diesel,Automatic,2nd Owner,2014,2143,5,Mercedes-Benz
340,Figo Petrol EXI,163000.0,75991,Petrol,Manual,2nd Owner,2010,1196,5,Ford
341,Swift ZXI ABS,178000.0,136432,Petrol,Manual,2nd Owner,2008,1298,5,Maruti
342,Alto LXi BSIII,,70229,Petrol,Manual,4th Owner,2008,796,5,Maruti
344,Santro Xing GLS,111000.0,51915,Petrol,Manual,1st Owner,2008,1086,5,Hyundai
345,Polo GT TSI,550000.0,63100,Petrol,Automatic,2nd Owner,2014,1197,5,Volkswagen
346,GLE 250d,4800000.0,54000,Diesel,Automatic,2nd Owner,2017,2143,5,Mercedes-Benz
347,X1 sDrive20d xLine,4550000.0,9000,Diesel,Automatic,1st Owner,2021,1995,5,BMW
348,Santro Xing GL Plus,325000.0,46833,Petrol,Manual,1st Owner,2012,1086,5,Hyundai
349,Verna 1.6 CRDi EX MT,525000.0,78744,Diesel,Manual,2nd Owner,2012,1582,5,Hyundai
350,Swift VDI BSIV,490000.0,79542,Diesel,Manual,2nd Owner,2014,1248,5,Maruti
351,City 1.5 V AT,460000.0,96000,Petrol,Automatic,2nd Owner,2010,1497,5,Honda
352,Sonet GTX Plus Turbo iMT,1325000.0,13000,Petrol,Manual,1st Owner,2021,998,5,Kia
353,Swift VDI BSIV,380000.0,44521,Diesel,Manual,1st Owner,2010,1248,5,Maruti
354,Grand i10 1.2 Kappa Sportz Option AT,547000.0,29927,Petrol,Automatic,2nd Owner,2017,1197,5,Hyundai
355,CR-V 2.0L 2WD AT,1975000.0,48019,Petrol,Automatic,1st Owner,2017,1997,5,Honda
356,Grand i10 Asta Option,675000.0,27311,Petrol,Manual,2nd Owner,2017,1197,5,Hyundai
357,XUV500 W11 Option AWD,2050000.0,14000,Diesel,Manual,1st Owner,2021,2179,7,Mahindra
358,i10 Magna 1.2,315000.0,64640,Petrol,Manual,1st Owner,2009,1197,5,Hyundai
359,City i VTEC S,499000.0,96505,Petrol,Manual,2nd Owner,2012,1497,5,Honda
361,Venue S Opt,965000.0,3500,Petrol,Manual,1st Owner,2022,1197,5,Hyundai
362,Nexon 1.2 Revotron XT,855000.0,42374,Petrol,Manual,1st Owner,2018,1198,5,Tata
363,Baleno 1.3 Alpha,710000.0,45879,Diesel,Manual,1st Owner,2016,1248,5,Maruti
364,Ciaz VDi Plus SHVS,572000.0,120000,Diesel,Manual,2nd Owner,2016,1248,5,Maruti
365,Grand i10 Asta,470000.0,89680,Petrol,Manual,2nd Owner,2015,1197,5,Hyundai
366,3 Series 320d,1275000.0,99000,Diesel,Automatic,3rd Owner,2012,1995,5,BMW
367,Zen VXI,110000.0,90000,Petrol,Manual,3rd Owner,1998,993,5,Maruti
369,Superb Elegance 2.0 TDI CR AT,1465000.0,79776,Diesel,Automatic,1st Owner,2015,1968,5,Skoda
371,Octavia 2.0 TDI MT Style,1475000.0,108000,Diesel,Manual,1st Owner,2017,1968,5,Skoda
372,Vento 1.5 TDI Highline BSIV,945000.0,58000,Diesel,Manual,1st Owner,2019,1498,5,Volkswagen
373,Octavia 1.8 TSI AT L K,2275000.0,32067,Petrol,Automatic,1st Owner,2018,1798,5,Skoda
376,Hector Plus Sharp DCT,1940000.0,9562,Petrol,Automatic,1st Owner,2021,1451,6,MG
377,Hector Sharp Diesel MT BSIV,1810000.0,36388,Diesel,Manual,1st Owner,2019,1956,5,MG
378,C-Class C 250 CDI Elegance,975000.0,45000,Diesel,Automatic,2nd Owner,2011,2143,5,Mercedes-Benz
379,Compass 2.0 Sport Plus BSIV,1775000.0,36149,Diesel,Manual,1st Owner,2019,1956,5,Jeep
380,Seltos GTX Plus,1695000.0,20155,Petrol,Manual,1st Owner,2020,1353,5,Kia
381,Hector Sharp AT BSIV,1675000.0,51904,Petrol,Automatic,1st Owner,2019,1451,5,MG
382,Polo GT TSI,725000.0,54000,Petrol,Automatic,1st Owner,2015,1197,5,Volkswagen
383,Seltos GTX Plus,1565000.0,31727,Petrol,Manual,2nd Owner,2019,1353,5,Kia
384,XUV500 AT W10 FWD,1445000.0,73986,Diesel,Automatic,1st Owner,2017,2179,7,Mahindra
385,Sonet 1.5 GTX Plus Diesel,1425000.0,7100,Diesel,Manual,1st Owner,2021,1493,5,Kia
386,Sonet GTX Plus Turbo iMT,1395000.0,5397,Petrol,Manual,1st Owner,2021,998,5,Kia
387,X3 xDrive 20d Luxury Line,4950000.0,65000,Diesel,Automatic,1st Owner,2018,1995,5,BMW
388,i20 1.4 Asta Option,700000.0,90000,Diesel,Manual,1st Owner,2017,1396,5,Hyundai
389,Swift Dzire VXI,475000.0,80000,Petrol,Manual,2nd Owner,2013,1197,5,Maruti
390,Polo GT TSI,700000.0,91000,Petrol,Automatic,2nd Owner,2015,1197,5,Volkswagen
393,Santa Fe 4X4,825000.0,95254,Diesel,Manual,1st Owner,2013,2199,7,Hyundai
394,Creta 1.6 VTVT SX Plus,1050000.0,51000,Petrol,Manual,1st Owner,2016,1591,5,Hyundai
395,i10 Sportz AT,395000.0,62000,Petrol,Automatic,2nd Owner,2014,1197,5,Hyundai
396,Hexa XT,1235000.0,120000,Diesel,Manual,1st Owner,2017,2179,7,Tata
397,Harrier XZA Plus Dark Edition AT 2020-2022,2575000.0,2000,Diesel,Automatic,1st Owner,2022,1956,5,Tata
398,Polo Cup Edition Comfortline,685000.0,46000,Petrol,Manual,1st Owner,2017,999,5,Volkswagen
399,Ertiga SHVS ZDI Plus,945000.0,65000,Diesel,Manual,2nd Owner,2017,1248,7,Maruti
400,Alto K10 VXI,425000.0,22248,Petrol,Manual,1st Owner,2017,998,5,Maruti
401,5 Series 520d Luxury Line,4300000.0,40000,Diesel,Automatic,1st Owner,2018,1995,5,BMW
402,City i VTEC S,575000.0,73000,Petrol,Manual,1st Owner,2013,1497,5,Honda
403,Polo GT 1.0 TSI,1145000.0,54000,Petrol,Automatic,1st Owner,2021,999,5,Volkswagen
404,Civic 1.8 (E) MT,260000.0,90000,Petrol,Manual,2nd Owner,2006,1799,5,Honda
405,Compass Model S DCT,2725000.0,15000,Petrol,Automatic,1st Owner,2021,1368,5,Jeep
406,Seltos GTX Plus AT D,1820000.0,30000,Diesel,Automatic,1st Owner,2021,1493,5,Kia
407,XF 2.2 Litre Luxury,2795000.0,26000,Diesel,Automatic,1st Owner,2016,2179,5,Jaguar
409,GLA Class 200 Sport,3425000.0,29366,Petrol,Automatic,1st Owner,2019,1991,5,Mercedes-Benz
410,Polo 1.2 MPI Highline,675000.0,28211,Petrol,Manual,1st Owner,2016,1198,5,Volkswagen
411,Seltos GTX DCT,1675000.0,40000,Petrol,Automatic,1st Owner,2019,1353,5,Kia
412,5 Series 520d Luxury Line,2450000.0,54000,Diesel,Automatic,1st Owner,2015,1995,5,BMW
413,XUV500 W8 2WD,1025000.0,82000,Diesel,Manual,2nd Owner,2015,2179,7,Mahindra
414,Verna 1.6 SX VTVT,465000.0,117000,Petrol,Manual,1st Owner,2011,1591,5,Hyundai
415,Scorpio S10 8 Seater,1125000.0,111000,Diesel,Manual,2nd Owner,2015,2179,8,Mahindra
416,Swift Dzire AMT ZDI Plus,795000.0,108000,Diesel,Automatic,1st Owner,2018,1248,5,Maruti
417,Omni 8 Seater BSIV,330000.0,4000,Petrol,Manual,1st Owner,2017,796,5,Maruti
420,Hector Sharp DCT,1795000.0,13000,Petrol,Automatic,1st Owner,2020,1451,5,MG
421,Freestyle Titanium Petrol BSIV,490000.0,60000,Petrol,Manual,1st Owner,2018,1194,5,Ford
422,Ecosport 1.5 Diesel Titanium Plus,975000.0,90000,Diesel,Manual,1st Owner,2018,1498,5,Ford
423,GLA Class 200 d Sport,3375000.0,16975,Diesel,Automatic,2nd Owner,2019,2143,5,Mercedes-Benz
424,Grand i10 Magna Petrol BSIV,575000.0,11000,Petrol,Manual,1st Owner,2018,1197,5,Hyundai
425,Rapid 1.5 TDI Style BSIV,985000.0,59000,Diesel,Manual,1st Owner,2018,1498,5,Skoda
426,Wagon R LXI DUO BSIII,225000.0,46000,Lpg,Manual,2nd Owner,2008,1061,5,Maruti
427,Alto LXi BSII,135000.0,80000,Petrol,Manual,3rd Owner,2004,796,5,Maruti
428,i20 Petrol Asta Option,750000.0,25000,Petrol,Manual,1st Owner,2019,1197,5,Hyundai
429,i20 1.2 Asta,725000.0,54801,Petrol,Manual,2nd Owner,2018,1197,5,Hyundai
431,Vitara Brezza ZDi,865000.0,130000,Diesel,Manual,1st Owner,2017,1248,5,Maruti
432,Accent Executive,310000.0,71000,Petrol,Manual,2nd Owner,2013,1495,5,Hyundai
433,CR-V AT With Sun Roof,1000000.0,70000,Petrol,Automatic,1st Owner,2010,1198,5,Honda
434,Venue SX iMT,1045000.0,14115,Petrol,Manual,1st Owner,2019,998,5,Hyundai
435,Amaze VX Petrol BSIV,750000.0,30000,Petrol,Manual,2nd Owner,2019,1199,5,Honda
436,X3 xDrive20d xLine,3995000.0,63170,Diesel,Automatic,1st Owner,2017,1995,5,BMW
437,Corolla Executive (HE),295000.0,80000,Petrol,Manual,2nd Owner,2006,1794,5,Toyota
438,CLA 200 CDI Sport,3295000.0,47253,Diesel,Automatic,1st Owner,2018,2143,5,Mercedes-Benz
440,CLA 200 CDI Sport,3395000.0,14324,Diesel,Automatic,1st Owner,2018,2143,5,Mercedes-Benz
441,C-Class C 200 CGI,3445000.0,27600,Petrol,Automatic,1st Owner,2018,1991,5,Mercedes-Benz
442,Octavia 1.8 TSI AT Style,1949000.0,38391,Petrol,Automatic,1st Owner,2018,1798,5,Skoda
443,A4 35 TDI Premium Plus,3245000.0,49000,Diesel,Automatic,1st Owner,2018,1968,5,Audi
444,Ecosport 1.5 Diesel Trend Plus BSIV,775000.0,45000,Diesel,Manual,1st Owner,2017,1498,5,Ford
445,Cruze LTZ AT,695000.0,68000,Diesel,Automatic,2nd Owner,2014,1998,5,Chevrolet
446,Baleno 1.3 Alpha,825000.0,67000,Diesel,Manual,1st Owner,2018,1248,5,Maruti
447,i20 1.2 Asta,775000.0,80000,Petrol,Manual,1st Owner,2018,1197,5,Hyundai
448,Polo 1.2 MPI Highline,675000.0,62000,Petrol,Manual,1st Owner,2016,1199,5,Volkswagen
449,New Safari Dicor VX 4X2,250000.0,50000,Diesel,Manual,2nd Owner,2009,2179,7,Tata
450,XUV500 W8 2WD,695000.0,100000,Diesel,Manual,3rd Owner,2012,2179,7,Mahindra
451,City GXi,275000.0,75000,Petrol,Manual,5th Owner,2006,1497,5,Honda
452,XUV500 W6 2WD,650000.0,120000,Diesel,Manual,2nd Owner,2014,2179,7,Mahindra
453,B Class B200 CDI Sport,1745000.0,37000,Diesel,Automatic,2nd Owner,2016,2143,5,Mercedes-Benz
454,Q3 35 TDI Quattro Premium Plus,3100000.0,64000,Diesel,Automatic,1st Owner,2018,1968,5,Audi
455,Etios Cross 1.4 GD,695000.0,79000,Diesel,Manual,2nd Owner,2015,1364,5,Toyota
456,Fiesta 1.4 Duratec ZXI,180000.0,80000,Petrol,Manual,1st Owner,2007,1388,5,Ford
457,Celerio VXI,475000.0,14000,Petrol,Manual,1st Owner,2014,998,5,Maruti
458,Celerio ZXI AMT Optional,525000.0,28217,Petrol,Automatic,2nd Owner,2018,998,5,Maruti
459,Wagon R LXI,140000.0,90000,Petrol,Manual,2nd Owner,2003,998,5,Maruti
460,City 1.5 GXI,185000.0,120000,Petrol,Manual,2nd Owner,2005,999,5,Honda
462,GL-Class 350 CDI Blue Efficiency,3000000.0,100000,Diesel,Automatic,2nd Owner,2013,1086,7,Mercedes-Benz
463,Santro Sportz BSIV,500000.0,50000,Petrol,Manual,1st Owner,2019,1461,5,Hyundai
464,Duster 85PS Diesel RxS,875000.0,70000,Diesel,Manual,1st Owner,2019,1198,5,Renault
465,Amaze E i-Vtech,362000.0,80000,Petrol,Manual,3rd Owner,2016,1196,5,Honda
466,Figo Petrol EXI,180000.0,157000,Petrol,Manual,3rd Owner,2010,2184,5,Ford
467,Thar LX 4-Str Hard Top Diesel,1745000.0,15550,Diesel,Manual,1st Owner,2021,1248,4,Mahindra
468,Ertiga SHVS VDI,800000.0,80000,Diesel,Manual,1st Owner,2017,2179,7,Maruti
469,XUV500 AT W10 FWD,1395000.0,59432,Diesel,Automatic,1st Owner,2017,1598,7,Mahindra
470,Rapid 1.6 MPI Style BSIV,1045000.0,53047,Petrol,Manual,1st Owner,2020,1598,5,Skoda
471,Vento 1.6 Highline,775000.0,46464,Petrol,Manual,1st Owner,2016,998,5,Volkswagen
472,Zen Estilo VXI BSIII,120000.0,70000,Petrol,Manual,4th Owner,2007,1461,5,Maruti
473,Duster 85PS Diesel RxS,1075000.0,23000,Diesel,Manual,2nd Owner,2019,2199,5,Renault
474,Carnival Limousine,3450000.0,30000,Diesel,Automatic,1st Owner,2020,2143,7,Kia
476,Gurkha Xplorer,920000.0,35000,Diesel,Manual,2nd Owner,2018,1582,7,Force
477,Creta 1.6 CRDi SX,1050000.0,80000,Diesel,Manual,1st Owner,2016,1799,5,Hyundai
478,Civic 1.8 S AT,200000.0,100000,Petrol,Automatic,4th Owner,2006,1173,5,Honda
480,Jeep CL 500 MDI,260000.0,100000,Diesel,Manual,1st Owner,1995,1199,6,Mahindra
481,Beat LS,180000.0,50000,Petrol,Manual,3rd Owner,2012,1197,5,Chevrolet
482,Ritz VXI,525000.0,64000,Petrol,Manual,1st Owner,2015,1496,5,Maruti
483,Ecosport 1.5 Petrol Titanium Plus AT,1085000.0,15509,Petrol,Automatic,2nd Owner,2020,1498,5,Ford
484,Ecosport 1.5 Diesel Titanium,965000.0,43203,Diesel,Manual,2nd Owner,2018,1086,5,Ford
485,i10 Era,266000.0,80000,Petrol,Manual,1st Owner,2007,1493,5,Hyundai
486,Creta SX Diesel,1795000.0,50000,Diesel,Manual,1st Owner,2020,998,5,Hyundai
487,Celerio ZXI AT,460000.0,40000,Petrol,Automatic,2nd Owner,2017,1498,5,Maruti
488,Rapid 1.5 TDI Ambition BSIV,995000.0,111000,Diesel,Manual,1st Owner,2020,1298,5,Skoda
490,Fortuner 4x2 Manual,1675000.0,220000,Diesel,Manual,2nd Owner,2014,1197,7,Toyota
491,Grand i10 1.2 Kappa Sportz Option,535000.0,11717,Petrol,Manual,2nd Owner,2017,2143,5,Hyundai
492,GLE 250d,5650000.0,46000,Diesel,Automatic,2nd Owner,2019,1197,5,Mercedes-Benz
493,Grand i10 Nios Sportz,648000.0,15000,Petrol,Manual,1st Owner,2021,1248,5,Hyundai
494,Ertiga ZDI,595000.0,110000,Diesel,Manual,2nd Owner,2013,2179,7,Maruti
495,XUV500 AT W10 FWD,1425000.0,66968,Diesel,Automatic,1st Owner,2016,1248,7,Mahindra
497,Bolero ZLX,735000.0,70000,Diesel,Manual,1st Owner,2018,1197,7,Mahindra
498,Swift Dzire AMT ZXI Plus,755000.0,47000,Petrol,Automatic,2nd Owner,2017,1298,5,Maruti
499,Swift ZXI ABS,250000.0,110000,Petrol,Manual,4th Owner,2006,1199,5,Maruti
500,Polo Diesel Highline 1.2L,495000.0,81000,Diesel,Manual,2nd Owner,2012,1497,5,Volkswagen
501,City CVT,225000.0,70000,Petrol,Automatic,3rd Owner,2005,1497,5,Honda
502,Creta SX Executive,1595000.0,12662,Petrol,Manual,1st Owner,2021,1591,5,Hyundai
503,Creta 1.6 E Plus,1025000.0,14000,Petrol,Manual,1st Owner,2018,1591,5,Hyundai
504,Verna 1.6 SX VTVT,575000.0,56000,Petrol,Manual,2nd Owner,2014,1248,5,Hyundai
505,Vitara Brezza VDi Option,996000.0,54000,Diesel,Manual,1st Owner,2019,1197,5,Maruti
506,i20 Magna Plus,775000.0,63000,Petrol,Manual,1st Owner,2020,1797,5,Hyundai
507,Elantra SX,520000.0,40000,Petrol,Manual,2nd Owner,2013,1061,5,Hyundai
508,Zen Estilo 1.1 VXI BSIII,210000.0,60000,Petrol,Manual,2nd Owner,2008,1498,5,Maruti
509,Ecosport 1.5 DV5 MT Titanium,600000.0,80000,Diesel,Manual,2nd Owner,2013,1248,5,Ford
510,Ertiga SHVS VDI,650000.0,120000,Diesel,Manual,1st Owner,2016,1462,7,Maruti
511,Urban cruiser Mid,585000.0,15000,Petrol,Manual,2nd Owner,2022,1298,5,Toyota
512,Swift Dzire ZXi,292000.0,295000,Petrol,Manual,2nd Owner,2009,1248,5,Maruti
513,Baleno 1.3 Alpha,650000.0,60000,Diesel,Manual,3rd Owner,2017,1498,5,Maruti
514,Scala RxZ AT,425000.0,50000,Petrol,Automatic,1st Owner,2014,1198,5,Renault
515,Brio VX,445000.0,55000,Petrol,Manual,2nd Owner,2014,1499,5,Honda
516,Ecosport 1.5 Ti VCT AT Titanium,675000.0,77000,Petrol,Automatic,2nd Owner,2014,1197,5,Ford
517,i20 Sportz 1.2,533000.0,33389,Petrol,Manual,1st Owner,2015,1396,5,Hyundai
518,Verna 1.4 VTVT,536000.0,17526,Petrol,Manual,1st Owner,2014,1197,5,Hyundai
519,Grand i10 1.2 Kappa Sportz BSIV,564000.0,15757,Petrol,Manual,1st Owner,2018,1197,5,Hyundai
520,i10 Sportz,278000.0,8183,Petrol,Manual,1st Owner,2012,1197,5,Hyundai
521,Baleno 1.2 Zeta,583000.0,32590,Petrol,Manual,1st Owner,2017,1497,5,Maruti
522,City i VTEC VX,699000.0,45423,Petrol,Manual,2nd Owner,2016,1591,5,Honda
523,Creta 1.6 VTVT AT SX Plus,900000.0,52481,Petrol,Automatic,2nd Owner,2016,1197,5,Hyundai
524,Ignis 1.2 Sigma BSIV,453000.0,22915,Petrol,Manual,1st Owner,2017,1197,5,Maruti
525,Swift Dzire ZXI,601000.0,72123,Petrol,Manual,1st Owner,2017,1197,5,Maruti
526,i20 1.2 Spotz,575000.0,37965,Petrol,Manual,1st Owner,2017,1197,5,Hyundai
527,Grand i10 1.2 Kappa Asta,530000.0,27651,Petrol,Manual,1st Owner,2018,1199,5,Hyundai
528,Jazz 1.2 V i VTEC,495000.0,92771,Petrol,Manual,1st Owner,2016,1591,5,Honda
529,Verna VTVT 1.6 SX Option,1028000.0,51956,Petrol,Manual,1st Owner,2018,1198,5,Hyundai
531,7 Series 730Ld DPE Signature,6350000.0,47000,Diesel,Automatic,1st Owner,2017,1968,5,BMW
532,Q3 2.0 TDI,1400000.0,60000,Diesel,Automatic,3rd Owner,2014,1950,5,Audi
533,GLC 220d 4MATIC,4775000.0,43000,Diesel,Automatic,1st Owner,2019,1591,5,Mercedes-Benz
535,Q7 45 TDI Quattro Technology,4850000.0,70000,Diesel,Automatic,1st Owner,2017,1248,7,Audi
536,Ciaz ZDi Plus SHVS,675000.0,69000,Diesel,Manual,1st Owner,2016,1197,5,Maruti
537,i10 Magna,228000.0,50152,Petrol,Manual,1st Owner,2011,1461,5,Hyundai
538,Duster 85PS Diesel RxL,514000.0,62164,Diesel,Manual,1st Owner,2014,1591,5,Renault
539,Creta 1.6 VTVT E Plus,820000.0,49929,Petrol,Manual,1st Owner,2017,1197,5,Hyundai
540,Ignis 1.2 Alpha BSIV,491000.0,60393,Petrol,Manual,1st Owner,2017,1598,5,Maruti
541,Rapid 1.6 MPI AT Elegance Plus,588000.0,46281,Petrol,Automatic,1st Owner,2016,1199,5,Skoda
542,Jazz 1.2 V i VTEC,553000.0,53201,Petrol,Manual,1st Owner,2017,1798,5,Honda
543,Corolla Altis G MT,710000.0,80056,Petrol,Manual,1st Owner,2015,1197,5,Toyota
544,Grand i10 Sportz,320000.0,76175,Petrol,Manual,1st Owner,2013,1497,5,Hyundai
545,City i VTEC V,601000.0,51493,Petrol,Manual,1st Owner,2015,1197,5,Honda
546,Swift Dzire ZXI,532000.0,63141,Petrol,Manual,1st Owner,2015,1248,5,Maruti
547,Baleno 1.3 Alpha,651000.0,37057,Diesel,Manual,2nd Owner,2017,1798,5,Maruti
548,Corolla Altis GL MT,852000.0,60865,Petrol,Manual,1st Owner,2015,2179,5,Toyota
549,XUV500 W7 BSIV,1110000.0,45407,Diesel,Manual,2nd Owner,2018,2179,7,Mahindra
550,XUV500 W5 BSIV,1183000.0,52652,Diesel,Manual,1st Owner,2019,1497,7,Mahindra
551,XUV300 W8 Option Diesel BSIV,1060000.0,42923,Diesel,Manual,1st Owner,2019,1591,5,Mahindra
552,Creta 1.6 VTVT SX Plus Dual Tone,920000.0,56052,Petrol,Manual,1st Owner,2017,1396,5,Hyundai
553,i20 Active 1.4,651000.0,42923,Diesel,Manual,1st Owner,2017,1591,5,Hyundai
554,Verna VTVT 1.6 SX,844000.0,32733,Petrol,Manual,2nd Owner,2018,1086,5,Hyundai
555,Santro Xing GL,211000.0,62207,Petrol,Manual,1st Owner,2013,1197,5,Hyundai
556,i20 1.2 Asta Option,603000.0,48352,Petrol,Manual,2nd Owner,2017,1199,5,Hyundai
557,Jazz 1.2 V AT i VTEC,600000.0,57080,Petrol,Automatic,1st Owner,2016,1373,5,Honda
558,Ciaz ZXi,630000.0,43168,Petrol,Manual,1st Owner,2016,1248,5,Maruti
559,SX4 S Cross DDiS 200 Alpha,823000.0,69517,Diesel,Manual,1st Owner,2017,1197,5,Maruti
560,Baleno 1.2 CVT Zeta,618000.0,54166,Petrol,Automatic,1st Owner,2016,1399,5,Maruti
561,Figo Diesel ZXI,285000.0,67000,Diesel,Manual,1st Owner,2014,1197,5,Ford
562,Swift Dzire VXi AT,425000.0,21000,Petrol,Automatic,1st Owner,2012,998,5,Maruti
563,Wagon R LXI CNG Optional,390000.0,67200,Cng,Manual,1st Owner,2014,1248,5,Maruti
564,Ciaz ZDi Plus SHVS,675000.0,69000,Diesel,Manual,1st Owner,2016,998,5,Maruti
565,Wagon R AMT VXI,425000.0,46000,Petrol,Automatic,2nd Owner,2015,1991,5,Maruti
